PluginName,OriginalFormID,EditorID,Name,IsESL
Skyrim.esm,0003DE9D,EncBandit04Melee1HTankImperialF,,No
Skyrim.esm,0003DE9E,EncBandit04Melee1HTankImperialM,,No
Skyrim.esm,0003DE9F,EncBandit04Melee1HTankNordF,,No
Skyrim.esm,0003DEA0,EncBandit04Melee1HTankNordM,,No
Skyrim.esm,0003DEA1,EncBandit04Melee1HTankOrcM,,No
Skyrim.esm,0003DEA2,EncBandit04Melee1HTankRedguardF,,No
Skyrim.esm,0003DEA3,EncBandit04Melee1HTankRedguardM,,No
Skyrim.esm,0003DEA4,EncBandit02Melee2HBerserkNordF,,No
Skyrim.esm,0003DEA5,EncBandit02Melee2HBerserkNordM,,No
Skyrim.esm,0003DEA6,EncBandit02Melee2HBerserkOrcM,,No
Skyrim.esm,0003DEA7,EncBandit02Melee2HBerserkRedguardF,,No
Skyrim.esm,0003DEA8,EncBandit02Melee2HBerserkRedguardM,,No
Skyrim.esm,0003DEA9,EncBandit05Melee1HTankImperialF,,No
Skyrim.esm,0003DEAA,EncBandit05Melee1HTankImperialM,,No
Skyrim.esm,0003DEAB,EncBandit05Melee1HTankNordF,,No
Skyrim.esm,0003DEAC,EncBandit05Melee1HTankNordM,,No
Skyrim.esm,0003DEAD,EncBandit05Melee1HTankOrcM,,No
Skyrim.esm,0003DEAE,EncBandit05Melee1HTankRedguardF,,No
Skyrim.esm,0003DEAF,EncBandit05Melee1HTankRedguardM,,No
Skyrim.esm,0003DEB0,EncBandit06Melee1HTankImperialF,,No
Skyrim.esm,0003DEB1,EncBandit06Melee1HTankImperialM,,No
Skyrim.esm,0003DEB2,EncBandit06Melee1HTankNordF,,No
Skyrim.esm,0003DEB3,EncBandit06Melee1HTankNordM,,No
Skyrim.esm,0003DEB4,EncBandit06Melee1HTankOrcM,,No
Skyrim.esm,0003DEB5,EncBandit06Melee1HTankRedguardF,,No
Skyrim.esm,0003DEB6,EncBandit06Melee1HTankRedguardM,,No
Skyrim.esm,0003DECB,LvlBanditMelee1H,,No
Skyrim.esm,0003DECC,LvlBanditMeleeBerserker,,No
Skyrim.esm,0003DEDE,EncBandit02Boss1HImperialF,,No
Skyrim.esm,0003DEDF,EncBandit02Boss1HImperialM,,No
Skyrim.esm,0003DEE0,EncBandit02Boss1HNordF,,No
Skyrim.esm,0003DEE1,EncBandit02Boss1HNordM,,No
Skyrim.esm,0003DEE2,EncBandit02Boss1HRedguardF,,No
Skyrim.esm,0003DEE3,EncBandit02Boss1HRedguardM,,No
Skyrim.esm,0003DEE4,EncBandit02Boss2HNordM,,No
Skyrim.esm,0003DEE5,EncBandit02Boss2HOrcM,,No
Skyrim.esm,0003DEE6,EncBandit02Boss2HRedguardM,,No
Skyrim.esm,0003DEE7,EncBandit03Boss1HImperialF,,No
Skyrim.esm,0003DEE8,EncBandit03Boss1HImperialM,,No
Skyrim.esm,0003DEE9,EncBandit03Boss1HNordF,,No
Skyrim.esm,0003DEEA,EncBandit03Boss1HNordM,,No
Skyrim.esm,0003DEEB,EncBandit03Boss1HRedguardF,,No
Skyrim.esm,0003DEEC,EncBandit03Boss1HRedguardM,,No
Skyrim.esm,0003DEED,EncBandit03Boss2HNordM,,No
Skyrim.esm,0003DEEE,EncBandit03Boss2HOrcM,,No
Skyrim.esm,0003DEEF,EncBandit03Boss2HRedguardM,,No
Skyrim.esm,0003DEF0,EncBandit02Boss2HImperialM,,No
Skyrim.esm,0003DEF1,EncBandit03Boss2HImperialM,,No
Skyrim.esm,0003DEF2,EncBandit04Boss1HImperialF,,No
Skyrim.esm,0003DEF3,EncBandit04Boss1HImperialM,,No
Skyrim.esm,0003DEF4,EncBandit04Boss1HNordF,,No
Skyrim.esm,0003DEF5,EncBandit04Boss1HNordM,,No
Skyrim.esm,0003DEF6,EncBandit04Boss1HRedguardF,,No
Skyrim.esm,0003DEF7,EncBandit04Boss1HRedguardM,,No
Skyrim.esm,0003DEF8,EncBandit04Boss2HNordM,,No
Skyrim.esm,0003DEF9,EncBandit04Boss2HOrcM,,No
Skyrim.esm,0003DEFA,EncBandit04Boss2HRedguardM,,No
Skyrim.esm,0003DEFB,EncBandit04Boss2HImperialM,,No
Skyrim.esm,0003DEFC,EncBandit05Boss1HImperialF,,No
Skyrim.esm,0003DEFD,EncBandit05Boss1HImperialM,,No
Skyrim.esm,0003DEFE,EncBandit05Boss1HNordF,,No
Skyrim.esm,0003DEFF,EncBandit05Boss1HNordM,,No
Skyrim.esm,0003DF00,EncBandit05Boss1HRedguardF,,No
Skyrim.esm,0003DF01,EncBandit05Boss1HRedguardM,,No
Skyrim.esm,0003DF02,EncBandit05Boss2HNordM,,No
Skyrim.esm,0003DF03,EncBandit05Boss2HOrcM,,No
Skyrim.esm,0003DF04,EncBandit05Boss2HRedguardM,,No
Skyrim.esm,0003DF05,EncBandit05Boss2HImperialM,,No
Skyrim.esm,0003DF06,EncBandit06Boss1HImperialF,,No
Skyrim.esm,0003DF07,EncBandit06Boss1HImperialM,,No
Skyrim.esm,0003DF08,EncBandit06Boss1HNordF,,No
Skyrim.esm,0003DF09,EncBandit06Boss1HNordM,,No
Skyrim.esm,0003DF0A,EncBandit06Boss1HRedguardF,,No
Skyrim.esm,0003DF0B,EncBandit06Boss1HRedguardM,,No
Skyrim.esm,0003DF0C,EncBandit06Boss2HNordM,,No
Skyrim.esm,0003DF0D,EncBandit06Boss2HOrcM,,No
Skyrim.esm,0003DF0E,EncBandit06Boss2HRedguardM,,No
Skyrim.esm,0003DF0F,EncBandit06Boss2HImperialM,,No
Skyrim.esm,0003DF17,LvlBanditBoss,Bandit Chief,No
Skyrim.esm,0003DF51,LvlBanditMeleeAnyGuard,,No
Skyrim.esm,0003DF52,LvlBanditMelee1HGuard,,No
Skyrim.esm,0003DF53,LvlBanditMeleeTankGuard,,No
Skyrim.esm,0003DF54,LvlBanditWizardGuard,,No
Skyrim.esm,0003E07F,LvlFalmerMissileGuard,,No
Skyrim.esm,0003E080,LvlFalmerMeleeGuard,,No
Skyrim.esm,0003E081,LvlFalmerShamanGuard,,No
Skyrim.esm,0003E082,LvlFalmerBoss,,No
Skyrim.esm,0003E085,LvlForswornMeleeBerserker,,No
Skyrim.esm,0003E087,LvlForswornShamanGuard,,No
Skyrim.esm,0003E089,LvlForswornMeleePoisoner,,No
Skyrim.esm,0003E08A,LvlForswornMissilePoisoner,,No
Skyrim.esm,0003E4C1,dunAnsilvundLvlDraugrMelee,,No
Skyrim.esm,0003EABE,TestFollowOrPatrolBandit,,No
Skyrim.esm,0003ED80,dunValthumeHevnoraakGhost,,No
Skyrim.esm,0003F8D4,LvlForswornMissileFemale,,No
Skyrim.esm,00041928,dunVolskyggeBanditGate01,,No
Skyrim.esm,00041929,dunVolskyggeBanditGate02,,No
Skyrim.esm,0004192A,dunVolskyggeBanditScene01a,,No
Skyrim.esm,0004192B,dunVolskyggeBanditScene01b,,No
Skyrim.esm,0004192C,TreasCorpseDraugrFemale,,No
Skyrim.esm,00041930,dunVolskyggeDragonPriest01,Volsung,No
Skyrim.esm,00041B2D,CWSiegeSonsSoldier,,No
Skyrim.esm,00041B2E,CWSiegeImperialSoldier,,No
Skyrim.esm,00041B30,EncSiegeImperialSoldierTemplate,,No
Skyrim.esm,00041FB8,CaptainAldis,Captain Aldis,No
Skyrim.esm,0004359C,EncGoatDomestic,Goat,No
Skyrim.esm,0004377F,MQ206AncientAlduin,,No
Skyrim.esm,00043AB8,DA13encAfflicted,Afflicted Devotee,No
Skyrim.esm,00043BAD,Trius,Trius,No
Skyrim.esm,00043BDC,EncForsworn00Template,Forsworn,No
Skyrim.esm,00043BDD,EncForsworn01Melee1HBretonM01,,No
Skyrim.esm,00043BDE,EncForsworn01Melee1HBretonM02,,No
Skyrim.esm,00043BDF,EncForsworn01Melee1HBretonM03,,No
Skyrim.esm,00043BE0,EncForsworn01Melee1HBretonF02,,No
Skyrim.esm,00043BE1,EncForsworn01Melee1HBretonF01,,No
Skyrim.esm,00043BE2,EncForsworn01Melee1HBretonF03,,No
Skyrim.esm,00043BE3,EncForsworn01TemplateMissile,,No
Skyrim.esm,00043BE4,EncForsworn01MissileBretonF01,,No
Skyrim.esm,00043BE5,EncForsworn01MissileBretonF02,,No
Skyrim.esm,00043BE6,EncForsworn01MissileBretonF03,,No
Skyrim.esm,00043BE7,EncForsworn01MissileBretonM01,,No
Skyrim.esm,00043BE8,EncForsworn01MissileBretonM02,,No
Skyrim.esm,00043BE9,EncForsworn01MissileBretonM03,,No
Skyrim.esm,00043BEA,EncForsworn01TemplateMagic,Forsworn Shaman,No
Skyrim.esm,00043BEB,EncForsworn01MagicBretonF01,,No
Skyrim.esm,00043BEC,EncForsworn01MagicBretonF02,,No
Skyrim.esm,00043BED,EncForsworn01MagicBretonF03,,No
Skyrim.esm,00043BEE,EncForsworn02TemplateMelee,Forsworn Forager,No
Skyrim.esm,00043BEF,EncForsworn02TemplateMissile,Forsworn Forager,No
Skyrim.esm,00043BF0,EncForsworn02TemplateMagic,Forsworn Forager,No
Skyrim.esm,00043BF1,EncForsworn02MagicBretonF01,,No
Skyrim.esm,00043BF2,EncForsworn02MagicBretonF02,,No
Skyrim.esm,00043BF3,EncForsworn02MagicBretonF03,,No
Skyrim.esm,00043D21,GuardLoreiusFarmImperial,Roadside Guard,No
Skyrim.esm,00043D22,GuardLoreiusFarmSons,Pale Hold Guard,No
Skyrim.esm,00044236,GormlaithGoldenHilt,Gormlaith Golden-Hilt,No
Skyrim.esm,00044237,FelldirTheOld,Felldir the Old,No
Skyrim.esm,00044238,HakonOneEye,Hakon One-Eye,No
Skyrim.esm,00044245,MQ206Dragon,,No
Skyrim.esm,0004424A,MQ206Alduin,,No
Skyrim.esm,00044256,EncForsworn02Melee1HBretonF01,,No
Skyrim.esm,00044257,EncForsworn02Melee1HBretonF02,,No
Skyrim.esm,00044258,EncForsworn02Melee1HBretonF03,,No
Skyrim.esm,00044259,EncForsworn02Melee1HBretonM01,,No
Skyrim.esm,0004425A,EncForsworn02Melee1HBretonM02,,No
Skyrim.esm,0004425B,EncForsworn02Melee1HBretonM03,,No
Skyrim.esm,0004425C,EncForsworn02MissileBretonF01,,No
Skyrim.esm,0004425D,EncForsworn02MissileBretonF02,,No
Skyrim.esm,0004425E,EncForsworn02MissileBretonF03,,No
Skyrim.esm,0004425F,EncForsworn02MissileBretonM01,,No
Skyrim.esm,00044260,EncForsworn02MissileBretonM02,,No
Skyrim.esm,00044261,EncForsworn02MissileBretonM03,,No
Skyrim.esm,00044262,EncForsworn03TemplateMagic,Forsworn Looter,No
Skyrim.esm,00044263,EncForsworn03TemplateMelee,Forsworn Looter,No
Skyrim.esm,00044264,EncForsworn03TemplateMissile,Forsworn Looter,No
Skyrim.esm,00044265,EncForsworn03MagicBretonF01,,No
Skyrim.esm,00044266,EncForsworn03MagicBretonF02,,No
Skyrim.esm,00044267,EncForsworn03MagicBretonF03,,No
Skyrim.esm,00044268,EncForsworn03Melee1HBretonF01,,No
Skyrim.esm,00044269,EncForsworn03Melee1HBretonF02,,No
Skyrim.esm,0004426A,EncForsworn03Melee1HBretonF03,,No
Skyrim.esm,0004426B,EncForsworn03Melee1HBretonM01,,No
Skyrim.esm,0004426C,EncForsworn03Melee1HBretonM02,,No
Skyrim.esm,0004426D,EncForsworn03Melee1HBretonM03,,No
Skyrim.esm,0004426E,EncForsworn03MissileBretonF01,,No
Skyrim.esm,0004426F,EncForsworn03MissileBretonF02,,No
Skyrim.esm,00044270,EncForsworn03MissileBretonF03,,No
Skyrim.esm,00044271,EncForsworn03MissileBretonM01,,No
Skyrim.esm,00044272,EncForsworn03MissileBretonM02,,No
Skyrim.esm,00044273,EncForsworn03MissileBretonM03,,No
Skyrim.esm,00044274,EncForsworn04TemplateMagic,Forsworn Pillager,No
Skyrim.esm,00044275,EncForsworn04TemplateMelee,Forsworn Pillager,No
Skyrim.esm,00044276,EncForsworn04TemplateMissile,Forsworn Pillager,No
Skyrim.esm,00044277,EncForsworn04MagicBretonF01,,No
Skyrim.esm,00044278,EncForsworn04MagicBretonF02,,No
Skyrim.esm,00044279,EncForsworn04MagicBretonF03,,No
Skyrim.esm,0004427A,EncForsworn04Melee1HBretonF01,,No
Skyrim.esm,0004427B,EncForsworn04Melee1HBretonF02,,No
Skyrim.esm,0004427C,EncForsworn04Melee1HBretonF03,,No
Skyrim.esm,0004427D,EncForsworn04Melee1HBretonM01,,No
Skyrim.esm,0004427E,EncForsworn04Melee1HBretonM02,,No
Skyrim.esm,0004427F,EncForsworn04Melee1HBretonM03,,No
Skyrim.esm,00044280,EncForsworn04MissileBretonF01,,No
Skyrim.esm,00044281,EncForsworn04MissileBretonF02,,No
Skyrim.esm,00044282,EncForsworn04MissileBretonF03,,No
Skyrim.esm,00044283,EncForsworn04MissileBretonM01,,No
Skyrim.esm,00044284,EncForsworn04MissileBretonM02,,No
Skyrim.esm,00044285,EncForsworn04MissileBretonM03,,No
Skyrim.esm,00044286,EncForsworn05TemplateMagic,Forsworn Ravager,No
Skyrim.esm,00044287,EncForsworn05TemplateMelee,Forsworn Ravager,No
Skyrim.esm,00044288,EncForsworn05TemplateMissile,Forsworn Ravager,No
Skyrim.esm,00044289,EncForsworn05MagicBretonF01,,No
Skyrim.esm,0004428A,EncForsworn05MagicBretonF02,,No
Skyrim.esm,0004428B,EncForsworn05MagicBretonF03,,No
Skyrim.esm,0004428C,EncForsworn05Melee1HBretonF01,,No
Skyrim.esm,0004428D,EncForsworn05Melee1HBretonF02,,No
Skyrim.esm,0004428E,EncForsworn05Melee1HBretonF03,,No
Skyrim.esm,0004428F,EncForsworn05Melee1HBretonM01,,No
Skyrim.esm,00044290,EncForsworn05Melee1HBretonM02,,No
Skyrim.esm,00044291,EncForsworn05Melee1HBretonM03,,No
Skyrim.esm,00044292,EncForsworn05MissileBretonF01,,No
Skyrim.esm,00044293,EncForsworn05MissileBretonF02,,No
Skyrim.esm,00044294,EncForsworn05MissileBretonF03,,No
Skyrim.esm,00044295,EncForsworn05MissileBretonM01,,No
Skyrim.esm,00044296,EncForsworn05MissileBretonM02,,No
Skyrim.esm,00044297,EncForsworn05MissileBretonM03,,No
Skyrim.esm,00044298,EncForsworn06TemplateMagic,Forsworn Warlord,No
Skyrim.esm,00044299,EncForsworn06TemplateMelee,Forsworn Warlord,No
Skyrim.esm,0004429A,EncForsworn06TemplateMissile,Forsworn Warlord,No
Skyrim.esm,0004429B,EncForsworn06MagicBretonF01,,No
Skyrim.esm,0004429C,EncForsworn06MagicBretonF02,,No
Skyrim.esm,0004429D,EncForsworn06MagicBretonF03,,No
Skyrim.esm,0004429E,EncForsworn06Melee1HBretonF01,,No
Skyrim.esm,0004429F,EncForsworn06Melee1HBretonF02,,No
Skyrim.esm,000442A0,EncForsworn06Melee1HBretonF03,,No
Skyrim.esm,000442A1,EncForsworn06Melee1HBretonM01,,No
Skyrim.esm,000442A2,EncForsworn06Melee1HBretonM02,,No
Skyrim.esm,000442A3,EncForsworn06Melee1HBretonM03,,No
Skyrim.esm,000442A4,EncForsworn06MissileBretonF01,,No
Skyrim.esm,000442A5,EncForsworn06MissileBretonF02,,No
Skyrim.esm,000442A6,EncForsworn06MissileBretonF03,,No
Skyrim.esm,000442A7,EncForsworn06MissileBretonM01,,No
Skyrim.esm,000442A8,EncForsworn06MissileBretonM02,,No
Skyrim.esm,000442A9,EncForsworn06MissileBretonM03,,No
Skyrim.esm,000442CA,LvlForswornMeleeFemale,,No
Skyrim.esm,000442CB,LvlForswornMeleeGuard,,No
Skyrim.esm,000442D2,LvlForswornBoss,,No
Skyrim.esm,000442D3,LvlForswornBossShaman,,No
Skyrim.esm,000442D4,EncForsworn02BossMagicBretonM01,,No
Skyrim.esm,000442D5,EncForsworn02BossMagicBretonM02,,No
Skyrim.esm,000442D7,EncForsworn02BossMelee1HBretonM01,,No
Skyrim.esm,000442D8,EncForsworn02BossMelee1HBretonM02,,No
Skyrim.esm,000442D9,EncForsworn02BossMelee1HBretonM03,,No
Skyrim.esm,000442DA,EncForsworn03BossMagicBretonM01,,No
Skyrim.esm,000442DB,EncForsworn03BossMagicBretonM02,,No
Skyrim.esm,000442DD,EncForsworn03BossMelee1HBretonM01,,No
Skyrim.esm,000442DE,EncForsworn03BossMelee1HBretonM02,,No
Skyrim.esm,000442DF,EncForsworn03BossMelee1HBretonM03,,No
Skyrim.esm,000442E0,EncForsworn04BossMagicBretonM01,,No
Skyrim.esm,000442E1,EncForsworn04BossMagicBretonM02,,No
Skyrim.esm,000442E3,EncForsworn04BossMelee1HBretonM01,,No
Skyrim.esm,000442E4,EncForsworn04BossMelee1HBretonM02,,No
Skyrim.esm,000442E5,EncForsworn04BossMelee1HBretonM03,,No
Skyrim.esm,000442E6,EncForsworn05BossMagicBretonM01,,No
Skyrim.esm,000442E7,EncForsworn05BossMagicBretonM02,,No
Skyrim.esm,000442E9,EncForsworn05BossMelee1HBretonM01,,No
Skyrim.esm,000442EA,EncForsworn05BossMelee1HBretonM02,,No
Skyrim.esm,000442EB,EncForsworn05BossMelee1HBretonM03,,No
Skyrim.esm,000442EC,EncForsworn06BossMagicBretonM01,,No
Skyrim.esm,000442ED,EncForsworn06BossMagicBretonM02,,No
Skyrim.esm,000442EF,EncForsworn06BossMelee1HBretonM01,,No
Skyrim.esm,000442F0,EncForsworn06BossMelee1HBretonM02,,No
Skyrim.esm,000442F1,EncForsworn06BossMelee1HBretonM03,,No
Skyrim.esm,0004430A,EncForsworn02TemplateBossMagic,Forsworn Briarheart,No
Skyrim.esm,0004430B,EncForsworn02TemplateBossMelee,Forsworn Briarheart,No
Skyrim.esm,0004430C,EncForsworn03TemplateBossMagic,Forsworn Briarheart,No
Skyrim.esm,0004430D,EncForsworn03TemplateBossMelee,Forsworn Briarheart,No
Skyrim.esm,0004430E,EncForsworn04TemplateBossMagic,Forsworn Briarheart,No
Skyrim.esm,0004430F,EncForsworn04TemplateBossMelee,Forsworn Briarheart,No
Skyrim.esm,00044310,EncForsworn05TemplateBossMagic,Forsworn Briarheart,No
Skyrim.esm,00044311,EncForsworn05TemplateBossMelee,Forsworn Briarheart,No
Skyrim.esm,00044312,EncForsworn06TemplateBossMagic,Forsworn Briarheart,No
Skyrim.esm,00044313,EncForsworn06TemplateBossMelee,Forsworn Briarheart,No
Skyrim.esm,000443F3,Anska,Anska,No
Skyrim.esm,0004499F,LvlSilverHandMeleeAny,Silver Hand,No
Skyrim.esm,00044C5B,EncDraugr05TemplateEbony,Draugr Deathlord,No
Skyrim.esm,00044CCC,EncWarlock00Template,Wizard,No
Skyrim.esm,00044CD7,EncWarlock01TemplateFire,Novice Fire Mage,No
Skyrim.esm,00044CD8,EncWarlock01TemplateIce,Novice Ice Mage,No
Skyrim.esm,00044CD9,EncWarlock01TemplateStorm,Novice Storm Mage,No
Skyrim.esm,00044CDA,EncWarlockFire01BretonM,,No
Skyrim.esm,00044CDC,EncWarlockFire01BretonF,,No
Skyrim.esm,00044CDF,EncWarlockFire01DarkElfF,,No
Skyrim.esm,00044CE1,EncWarlockFire01DarkElfM,,No
Skyrim.esm,00044CE3,EncWarlockFire01HighElfF,,No
Skyrim.esm,00044CE5,EncWarlockFire01HighElfM,,No
Skyrim.esm,00044CEA,EncWarlockFire01ImperialF,,No
Skyrim.esm,00044CEB,EncWarlockFire01ImperialM,,No
Skyrim.esm,000457F5,TreasCorpseCommonerNordFemale,Nord,No
Skyrim.esm,000457F6,TreasCorpseCommonerBretonMale,Breton,No
Skyrim.esm,000457F7,TreasCorpseCommonerDarkElfFemale,Dark Elf,No
Skyrim.esm,000457F8,TreasCorpseCommonerImperialMale,Imperial,No
Skyrim.esm,000457F9,TreasCorpseCommonerHighElfFemale,High Elf,No
Skyrim.esm,000457FA,TreasCorpseCommonerKhajiitFemale,Khajiit,No
Skyrim.esm,000457FB,TreasCorpseCommonerArgonianFemale,Argonian,No
Skyrim.esm,000457FC,TreasCorpseCommonerWoodElfMale,Wood Elf,No
Skyrim.esm,000457FD,TreasCorpseCommonerOrcMale,Orc,No
Skyrim.esm,000457FE,TreasCorpseCommonerArgonianMale,Argonian,No
Skyrim.esm,000457FF,TreasCorpseCommonerBretonFemale,Breton,No
Skyrim.esm,00045800,TreasCorpseCommonerDarkElfM,Dark Elf,No
Skyrim.esm,00045801,TreasCorpseCommonerHighElfMale,High Elf,No
Skyrim.esm,00045802,TreasCorpseCommonerImperialFemale,Imperial,No
Skyrim.esm,00045803,TreasCorpseCommonerKhajiitMale,Khajiit,No
Skyrim.esm,00045804,TreasCorpseCommonerNordMale,Nord,No
Skyrim.esm,00045805,TreasCorpseCommonerWoodElfFemale,Wood Elf,No
Skyrim.esm,00045806,TreasCorpseCommonerOrcFemale,Orc,No
Skyrim.esm,00045853,GuardRiftenImperialBase,Imperial Guard,No
Skyrim.esm,00045854,GuardRiftenSonsBase,Riften Guard,No
Skyrim.esm,00045879,GuardRiftenImperialKeepJarl01Day,,No
Skyrim.esm,0004587A,GuardRiftenImperialKeepJarl02Day,,No
Skyrim.esm,0004587B,GuardRiftenImperialKeepPrison02,,No
Skyrim.esm,0004587C,GuardRiftenImperialKeepPrison01,Imperial Guard Jailor,No
Skyrim.esm,0004587D,GuardRiftenImperialKeepPatrol02Day,,No
Skyrim.esm,0004587E,GuardRiftenImperialKeepPatrol01Day,,No
Skyrim.esm,0004587F,GuardRiftenImperialKeepPosExt,,No
Skyrim.esm,00045880,GuardRiftenImperialNorthGatePostIntDay,,No
Skyrim.esm,00045881,GuardRiftenImperialNorthGatePostExt,,No
Skyrim.esm,00045882,GuardRiftenSonsTempleGatePostIntDay,,No
Skyrim.esm,00045883,GuardRiftenImperialDockGatePostExt,,No
Skyrim.esm,00045884,GuardRiftenImperialSouthGatePostExt,,No
Skyrim.esm,00045885,GuardRiftenImperialRovingADay,,No
Skyrim.esm,00045887,GuardRiftenImperialRovingBDay,,No
Skyrim.esm,00045888,GuardRiftenImperialRovingC,,No
Skyrim.esm,0004588A,GuardRiftenImperialTempleGatePostIntNight,,No
Skyrim.esm,0004588B,GuardRiftenImperialKeepJarl01Night,,No
Skyrim.esm,0004588C,GuardRiftenImperialKeepJarl02Night,,No
Skyrim.esm,0004588D,GuardRiftenImperialKeepPatrol01Night,,No
Skyrim.esm,0004588E,GuardRiftenImperialKeepPatrol02Night,,No
Skyrim.esm,00045892,GuardRiftenImperialNorthGatePostIntNight,,No
Skyrim.esm,00045893,GuardRiftenImperialRovingANight,,No
Skyrim.esm,00045894,GuardRiftenImperialRovingBNight,,No
Skyrim.esm,00045896,GuardRiftenImperialSouthGatePostIntDay,,No
Skyrim.esm,00045898,GuardRiftenImperialSouthGatePostIntNight,,No
Skyrim.esm,00045899,GuardRiftenSonsDockGatePostExt,,No
Skyrim.esm,0004589B,GuardRiftenImperialTempleGatePostIntDay,,No
Skyrim.esm,0004589C,GuardRiftenSonsTempleGatePostIntNight,,No
Skyrim.esm,0004589D,GuardRiftenSonsKeepJarl01Day,,No
Skyrim.esm,0004589E,GuardRiftenSonsKeepJarl01Night,,No
Skyrim.esm,0004589F,GuardRiftenSonsKeepJarl02Night,,No
Skyrim.esm,000458A0,GuardRiftenSonsKeepJarl02Day,,No
Skyrim.esm,000458A1,GuardRiftenSonsKeepPatrol01Day,,No
Skyrim.esm,000458A2,GuardRiftenSonsKeepPatrol01Night,,No
Skyrim.esm,000458A3,GuardRiftenSonsKeepPatrol02Day,,No
Skyrim.esm,000458A4,GuardRiftenSonsKeepPatrol02Night,,No
Skyrim.esm,000458A5,GuardRiftenSonsKeepPostExt,,No
Skyrim.esm,000458A7,GuardRiftenSonsKeepPrison01,Riften Guard Jailor,No
Skyrim.esm,000458A9,GuardRiftenSonsKeepPrison02,,No
Skyrim.esm,000458AB,GuardRiftenSonsNorthGatePostExt,,No
Skyrim.esm,000458AD,GuardRiftenSonsNorthGatePostIntDay,,No
Skyrim.esm,000458AE,GuardRiftenSonsNorthGatePostIntNight,,No
Skyrim.esm,000458AF,GuardRiftenSonsRovingADay,,No
Skyrim.esm,000458B0,GuardRiftenSonsRovingANight,,No
Skyrim.esm,000458B1,GuardRiftenSonsRovingBDay,,No
Skyrim.esm,000458B2,GuardRiftenSonsRovingBNight,,No
Skyrim.esm,000458B3,GuardRiftenSonsRovingC,,No
Skyrim.esm,000458B5,GuardRiftenSonsSouthGatePostExt,,No
Skyrim.esm,000458B7,GuardRiftenSonsSouthGatePostIntDay,,No
Skyrim.esm,000458B8,GuardRiftenSonsSouthGatePostIntNight,,No
Skyrim.esm,00045920,Odahviing,Odahviing,No
Skyrim.esm,00045BDF,CWSiegeImperialArcher,,No
Skyrim.esm,00045BE0,EncSiegeImperialArcherTemplate,Imperial Archer,No
Skyrim.esm,00045BE3,CWSiegeSonsArcher,,No
Skyrim.esm,00045BE4,EncSiegeSonsArcherTemplate,Stormcloak Archer,No
Skyrim.esm,00045BE5,EncSiegeSonsSoldierTemplate,,No
Skyrim.esm,00045C31,GuardWindhelmSons,Windhelm Guard,No
Skyrim.esm,00045C51,EncWarlockIce01BretonF,,No
Skyrim.esm,00045C52,EncWarlockIce01BretonM,,No
Skyrim.esm,00045C53,EncWarlockIce01HighElfF,,No
Skyrim.esm,00045C54,EncWarlockIce01HighElfM,,No
Skyrim.esm,00045C55,EncWarlockIce01ImperialF,,No
Skyrim.esm,00045C56,EncWarlockIce01ImperialM,,No
Skyrim.esm,00045C57,EncWarlockStorm01BretonF,,No
Skyrim.esm,00045C58,EncWarlockStorm01BretonM,,No
Skyrim.esm,00045C59,EncWarlockStorm01DarkElfF,,No
Skyrim.esm,00045C5A,EncWarlockStorm01DarkElfM,,No
Skyrim.esm,00045C5B,EncWarlockStorm01HighElfF,,No
Skyrim.esm,00045C5C,EncWarlockStorm01HighElfM,,No
Skyrim.esm,00045C5D,EncWarlockStorm01ImperialF,,No
Skyrim.esm,00045C5E,EncWarlockStorm01ImperialM,,No
Skyrim.esm,00045C5F,EncWarlock02TemplateFire,Apprentice Fire Mage,No
Skyrim.esm,00045C60,EncWarlock02TemplateIce,Apprentice Ice Mage,No
Skyrim.esm,00045C61,EncWarlock02TemplateStorm,Apprentice Storm Mage,No
Skyrim.esm,00045C62,EncWarlockFire02BretonF,,No
Skyrim.esm,00045C63,EncWarlockFire02BretonM,,No
Skyrim.esm,00045C64,EncWarlockFire02DarkElfF,,No
Skyrim.esm,00045C65,EncWarlockFire02DarkElfM,,No
Skyrim.esm,00045C66,EncWarlockFire02HighElfF,,No
Skyrim.esm,00045C67,EncWarlockFire02HighElfM,,No
Skyrim.esm,00045C68,EncWarlockFire02ImperialF,,No
Skyrim.esm,00045C69,EncWarlockFire02ImperialM,,No
Skyrim.esm,00045C6A,EncWarlockIce02BretonF,,No
Skyrim.esm,00045C6B,EncWarlockIce02BretonM,,No
Skyrim.esm,00045C6C,EncWarlockIce02HighElfF,,No
Skyrim.esm,00045C6D,EncWarlockIce02HighElfM,,No
Skyrim.esm,00045C6E,EncWarlockIce02ImperialF,,No
Skyrim.esm,00045C6F,EncWarlockIce02ImperialM,,No
Skyrim.esm,00045C70,EncWarlockStorm02BretonF,,No
Skyrim.esm,00045C71,EncWarlockStorm02BretonM,,No
Skyrim.esm,00045C72,EncWarlockStorm02HighElfF,,No
Skyrim.esm,00045C73,EncWarlockStorm02HighElfM,,No
Skyrim.esm,00045C74,EncWarlockStorm02ImperialF,,No
Skyrim.esm,00045C75,EncWarlockIce01NordF,,No
Skyrim.esm,00045C76,EncWarlockIce01NordM,,No
Skyrim.esm,00045C77,EncWarlockIce02NordF,,No
Skyrim.esm,00045C78,EncWarlockIce02NordM,,No
Skyrim.esm,00045C79,EncWarlockStorm02ImperialM,,No
